accepted,adaptive_measurement_scale,gate,innovation_std,measurement_time_s,nis,residual_0,residual_1,residual_2,residual_norm,sensor_is_dropout,sensor_is_outlier,source,stale_s,time_s
1.0,1.0,70.0,6.008535595301072,0.0,0.056935447804720075,-1.4337056895925002,,,1.4337056895925002,0.0,0.0,barometer_altitude,0.0,0.0
1.0,1.0,70.0,6.008094539868693,0.0,0.022186377185673477,-0.44844479577386487,0.22161025731464745,-0.12938904066871323,0.516677234691928,0.0,0.0,doppler_velocity,0.0,0.0
1.0,1.0,70.0,4.329072207876437,0.0,0.2450921815423091,2.143184494227171,,,2.143184494227171,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,1.0,70.0,5.057786618523012,0.0,0.7637728686375209,-4.4202070869505405,,,4.4202070869505405,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,1.0,70.0,2.664306340000755,0.0,0.0029047347602937034,0.14359436556696892,,,0.14359436556696892,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,1.0,70.0,2.7247386794943753,0.0,0.014020586445879075,-0.3226323761045933,,,0.3226323761045933,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,1.0,70.0,2.693070014795723,0.0,0.8141341383691414,-2.4299404323101044,,,2.4299404323101044,0.0,0.0,gnss_pseudorange,0.0,0.0
1.0,1.0,70.0,1.3412113727178028,0.25,1.3257637866781433,-1.5442951353141439,,,1.5442951353141439,0.0,0.0,barometer_altitude,0.0,0.25
1.0,1.0,70.0,0.5083998233016725,0.3333333333,0.1688403680667483,-0.056212135587923484,0.022603470081157484,-0.10426975272490309,0.12059395664948269,0.0,0.0,doppler_velocity,0.0166666667,0.35
1.0,1.0,70.0,1.237469204300196,0.5,0.2816787761639629,0.6567672108150475,,,0.6567672108150475,0.0,0.0,barometer_altitude,0.0,0.5
1.0,1.0,70.0,0.5018788677047115,0.6666666667,1.0685628164270873,0.2122242806104282,-0.20988034869045147,-0.025492407310149984,0.2995642984027066,0.0,0.0,doppler_velocity,0.03333333329999999,0.7
1.0,0.96,70.0,1.1887452972628707,0.75,1.8613415207313517,1.6218169852552933,,,1.6218169852552933,0.0,0.0,barometer_altitude,0.0,0.75
1.0,0.9216,70.0,2.0213464386202378,1.0,0.16025382778781938,-0.8091796636581421,,,0.8091796636581421,0.0,0.0,gnss_pseudorange,0.0,1.0
1.0,0.884736,70.0,2.0913840418835052,1.0,0.04018443117003291,0.41923999041318893,,,0.41923999041318893,0.0,0.0,gnss_pseudorange,0.0,1.0
1.0,0.84934656,70.0,1.965982257771789,1.0,0.0019845922924143842,-0.08758207783102989,,,0.08758207783102989,0.0,0.0,gnss_pseudorange,0.0,1.0
1.0,0.8153726976,70.0,1.8879591723690659,1.0,0.42534016958298676,1.231291264295578,,,1.231291264295578,0.0,0.0,gnss_pseudorange,0.0,1.0
1.0,0.8153726976,70.0,1.9723130735037604,1.0,1.400329592608437,2.3339469842612743,,,2.3339469842612743,0.0,0.0,gnss_pseudorange,0.0,1.0
1.0,0.8153726976,70.0,1.0567593246547202,1.0,0.5747281872545973,-0.8011380100531653,,,0.8011380100531653,0.0,0.0,barometer_altitude,0.0,1.0
1.0,0.8153726976,70.0,0.45679720669209334,1.0,3.0963668582616863,-0.22156788251605164,0.21316857757737662,0.34736975643738843,0.46389537259642877,0.0,0.0,doppler_velocity,0.0,1.0
1.0,0.8153726976,70.0,1.0373432346715585,1.25,0.12103310933946833,-0.36088977222894414,,,0.36088977222894414,0.0,0.0,barometer_altitude,0.0,1.25
1.0,0.8153726976,70.0,0.4358384349466464,1.3333333333,1.6149866462089189,-0.19603163207818142,0.17225168966688642,0.18482076268877065,0.3197776722805889,0.0,0.0,doppler_velocity,0.016666666700000166,1.35
1.0,0.8153726976,70.0,1.0239694705368845,1.5,0.160011374450891,-0.40960234681908503,,,0.40960234681908503,0.0,0.0,barometer_altitude,0.0,1.5
1.0,0.8153726976,70.0,0.41604291032978485,1.6666666667,7.756535985644434,0.4652697008752682,-0.2271361418809974,-0.42355781137102394,0.6689304456178968,0.0,0.0,doppler_velocity,0.03333333329999988,1.7
1.0,0.8153726976,70.0,1.0142565136194595,1.75,0.30592286509996913,-0.560988262222395,,,0.560988262222395,0.0,0.0,barometer_altitude,0.0,1.75
1.0,0.8153726976,70.0,1.0083928396861335,2.0,0.11548840420674693,0.34268803671301384,,,0.34268803671301384,0.0,0.0,barometer_altitude,0.0,2.0
1.0,0.8153726976,70.0,0.3920929451624872,2.0,4.693810799609884,-0.18502858166991487,0.00919590128409764,0.453470640029762,0.48985279626047784,0.0,0.0,doppler_velocity,0.0,2.0
1.0,0.8153726976,70.0,1.76053337566722,2.0,1.1072818528070683,-1.8525645695626736,,,1.8525645695626736,0.0,0.0,gnss_pseudorange,0.04999999999999982,2.05
1.0,0.8153726976,70.0,1.8208293009566834,2.0,0.8039125827277763,-1.632576897740364,,,1.632576897740364,0.0,0.0,gnss_pseudorange,0.04999999999999982,2.05
1.0,0.8153726976,70.0,1.7860910743545029,2.0,1.3450701007757508,-2.071457654237747,,,2.071457654237747,0.0,0.0,gnss_pseudorange,0.04999999999999982,2.05
